_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
48,Elburg,GM0230,11,Basisschool de Wildemaet,onderwijsfunctie,https://www.dewildemaet.nl/,Wijk 01 Elburg,WK023001,Elburg West en havengebied,BU02300101,0230100000001014,Schipluidenstraat,23,,8081AN,Elburg,hoofdingang,,,5.82864227,52.44196767,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,09d9ec527ebb403c81187cca00e97046
49,Oegstgeest,GM0579,3,Recreatiezaal Trompenburg,woonfunctie,,Wijk 00 Oegstgeest,WK057900,Bloemenbuurt,BU05790013,0579200000008970,M. Harpertszoon Tromplaan,1,,2341TH,Oegstgeest,In de hal van het gebouw,,,4.47291497,52.18415827,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oegstgeest,Oegstgeest,"Afdeling Publiekszaken, verkiezingen@oegstgeest.nl; 14 071; Gemeente Oegstgeest, Postbus 1270, 2340 BG Oegstgeest",https://www.oegstgeest.nl/gemeente/bestuur/gemeenteraadsverkiezingen-raadgevend-referendum-2018/waar-kan-ik-stemmen/,NLODSGM0579stembureaus20180321002,99afd02acacf478e948558ca399cb173
50,Druten,GM0225,9,De Appelhof,onderwijsfunctie,https://ikcdeappelhof.nl/,Druten,WK022500,Druten Bouwing,BU02250003,0225200000000162,Postelkamp,2,,6652BE,Druten,,,,5.60036818,51.8803161,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,N,,N,Druten,Druten,verkiezingen@druten.nl,https://www.druten.nl/bestuur-organisatie/stembureaus_44633/,NLODSGM0225stembureaus20180321002,285c56fe053643f39ab7d05bc46c9f74
51,Elburg,GM0230,8,Wijkontmoetingscentrum Jeanne d'Arc,"bijeenkomstfunctie, kantoorfunctie",https://www.wzuveluwe.nl/locaties/t-harde/dagbesteding-jeanne-darc/,Wijk 02,WK023002,'t Harde-Centrum,BU02300201,0230100000007481,Hertog Willemweg,3,,8084VP,'t Harde,hoofdingang,,,5.87979547,52.41470978,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,,Y,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,acf774c4a13a48f692d5ece71520aa88
52,Elburg,GM0230,50,Dorpshuis De Deel,bijeenkomstfunctie,,Wijk 03 Doornspijk,WK023003,Doornspijk,BU02300300,0230100000000399,Oude Kerkweg,52,,8085AP,Doornspijk,hoofdingang,,,5.81610497,52.41930929,,2018-03-21T16:00:00 tot 2018-03-21T20:00:00,Y,Y,,,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,d24dd2b038b64376a2791fb7e9773886
53,Veldhoven,GM0861,1,Gemeentehuis,kantoorfunctie,,Wijk 00 Veldhoven,WK086100,Cobbeek en Centrum,BU08610006,0861200000418567,Meiveld,1,,5501KA,Veldhoven,,,,5.40475709,51.42102421,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,25c9f41162fb4a25b1f98a91d5a190c3
54,Horst aan de Maas,GM1507,12,WZV Naesenhof ,woonfunctie,,Wijk 09 Broekhuizen,WK150709,Broekhuizen,BU15070900,1507200000007680,Naesenhof,21,,5872CK,Broekhuizen,,,,6.16292125,51.48619866,,2018-03-21T07:30:00 tot 2018-03-21T21:00:11,Y,Y,,Y,Horst aan de Maas,Horst aan de Maas,"Team KCC/Burgerzaken, postbusburgerzaken@horstaandemaas.nl 077-4779706 Postbus 6005 5960 AA Horst",https://www.horstaandemaas.nl/verkiezingen,NLODSGM1507stembureaus20180321002,7c5a66c3848e4dff9d1e3695c66d6571
55,Neder-Betuwe,GM1740,19,Dorpshuis Ons Tehuis,bijeenkomstfunctie,,Wijk 01 Echteld,WK174001,IJzendoorn,BU17400102,1740200000104654,J R Zeemanstraat,12,,4053JN,IJzendoorn,JR Zeemanstraat 12a IJzendoorn,,,5.5352066,51.9061443,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Neder-Betuwe,Neder-Betuwe,verkiezingen@nederbetuwe.nl,https://www.nederbetuwe.nl,NLODSGM1740stembureaus20180321002,f60f304ef76e47938f5de48c6fd6c31a
56,Brunssum,GM0899,8,Brede School Langeberg,"bijeenkomstfunctie, onderwijsfunctie, sportfunctie",,Wijk 04 Brunssum-Zuid,WK089904,De Struiken,BU08990430,0899200000298669,In 't Ven,4,,6445EM,Brunssum,,,,5.97662,50.933596,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Brunssum,Brunssum,"Bureau Verkiezingen, Postbus 250, 6441 AG  Brunssum, tel. 045-5278689",https://www.brunssum.nl/verkiezingen,NLODSGM0899stembureaus20180321002,6dfc6ecf60284299b998ed09704cafe0
57,Oegstgeest,GM0579,5,"Jenaplanschool ""de Kring""",onderwijsfunctie,,Wijk 00 Oegstgeest,WK057900,Oudenhof,BU05790012,0579200000006537,Rembrandt van Rijnlaan,26,,2343SR,Oegstgeest,,,,4.47807649,52.18625558,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Oegstgeest,Oegstgeest,"Afdeling Publiekszaken, verkiezingen@oegstgeest.nl; 14 071; Gemeente Oegstgeest, Postbus 1270, 2340 BG Oegstgeest",https://www.oegstgeest.nl/gemeente/bestuur/gemeenteraadsverkiezingen-raadgevend-referendum-2018/waar-kan-ik-stemmen/,NLODSGM0579stembureaus20180321002,03d3102304f84ed99c35ffb1e4437065
58,Elburg,GM0230,9,Zorgcentrum Mariposa,gezondheidszorgfunctie,https://www.wzuveluwe.nl/locaties/t-harde/woonzorgcentrum-mariposa/,Wijk 02,WK023002,'t Harde-Centrum,BU02300201,0230100000007790,Sportlaan,16,,8084VB,'t Harde,hoofdingang,,,5.88255005,52.41610969,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,,Y,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,c60678c1050841839566aea2f9b0ada8
59,Elburg,GM0230,50,Hart van Thornspic,woonfunctie,https://www.wzuveluwe.nl/locaties/doornspijk/,Wijk 03 Doornspijk,WK023003,Doornspijk,BU02300300,0230100000000478,Thornspic,1,,8085BW,Doornspijk,hoofdingang,,,5.81702569,52.4176987,,2018-03-21T11:00:00 tot 2018-03-21T14:00:00,Y,N,,Y,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,c9dd2c4b8c144830aedc5457f3e925e2
60,Veldhoven,GM0861,2,Wijkgebouw D'n Uitwijk,bijeenkomstfunctie,,Wijk 00 Veldhoven,WK086100,Cobbeek en Centrum,BU08610006,0861200000410733,Wal,154,,5501HP,Veldhoven,,,,5.40359744,51.42016075,,2017-03-21T07:30:00 tot 2017-03-21T21:00:00,Y,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,897594b453964b0aa004ed9cd04db91e
61,Neder-Betuwe,GM1740,20,Dorpshuis De Hoge Hof,bijeenkomstfunctie,,Wijk 01 Echteld,WK174001,Echteld,BU17400101,1740200000109290,Voorstraat,10,,4054MX,Echteld,Voorstraat 10 Echteld,,,5.4989593,51.9097168,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Neder-Betuwe,Neder-Betuwe,verkiezingen@nederbetuwe.nl,https://www.nederbetuwe.nl,NLODSGM1740stembureaus20180321002,b939f00d0aa04e458a4739961e5e9d86
62,Etten-Leur,GM0777,2,Nieuwe Nobelaer (ingang Noord),bijeenkomstfunctie,https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,Wijk 00 Etten-Leur Midden woongebied,WK077700,Centrum Oost 1,BU07770000,0777200000183371,Anna van Berchemlaan,2,,4872XE,Etten-Leur,ingang Noord,,,4.640585,51.571813,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,Y,Y,N,Etten-Leur,Etten-Leur,"Afdeling Samenleving, Team Publiekszaken",https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,NLODSGM0777stembureaus20180321002,1c5d9e0fd0dd42c680604ee482f05784
63,Elburg,GM0230,10,M.F.C. Aperloo,bijeenkomstfunctie,http://mfcaperloo.nl/,Wijk 02,WK023002,Verspreide huizen 't Harde Noord-West,BU02300207,0230100000006196,Stadsweg,27,,8084PH,'t Harde,hoofdingang,,,5.8699545,52.41968235,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,,,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,addd8534522448258c4db2a894dbd06f
64,Elburg,GM0230,12,Hervormd Kerkelijk Centrum,woonfunctie,https://www.hervormdelburg.nl/locations/hervormd-kerkelijk-centrum-hkc/,Wijk 01 Elburg,WK023001,Elburg Stad,BU02300100,0230100000002205,van Kinsbergenstraat,2,,8081CL,Elburg,zijingang,,,5.83570017,52.44879783,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,,Y,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,199425e75338401b83d712cf87d49934
65,Zeewolde,GM0050,2,'t Wold,onderwijsfunctie,,Wijk 00,WK005000,Eerste woonwijk,BU00500001,0050200000373139,Flevoweg,68,,3891CB,Zeewolde,,,,5.53700481,52.33171823,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,2e5d8559a59f4087aaf3ebb7ccaeed20
66,Neder-Betuwe,GM1740,21,Nannenberghuis,bijeenkomstfunctie,,Wijk 02 Dodewaard,WK174002,Kom Dodewaard met Hien,BU17400200,1740200000106528,Matensestraat,22,,6669CJ,Dodewaard,Matensestraat 22a Dodewaard,,,5.6550973,51.9142731,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Neder-Betuwe,Neder-Betuwe,verkiezingen@nederbetuwe.nl,https://www.nederbetuwe.nl,NLODSGM1740stembureaus20180321002,4774abf0ac6d42ac9068cdc130a02b88
67,Wijk bij Duurstede,GM0352,7,Brede School Het Anker,"bijeenkomstfunctie, kantoorfunctie, onderwijsfunctie, sportfunctie",,Wijk 00 Wijk bij Duurstede,WK035200,Wijk bij Duurstede,BU03520000,0352200000220715,Hordenweg,7,,3961KA,Wijk bij Duurstede,,,,5.336371,51.9726887,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Wijk bij Duurstede,Wijk bij Duurstede,verkiezingen@wijkbijduurstede.nl,https://www.wijkbijduurstede.nl/,NLODSGM0352stembureaus20180321002,f6958386a1ec4b1395bb355da1318077
68,Zeewolde,GM0050,4,In de Lichtkring,onderwijsfunctie,,Wijk 00,WK005000,Eerste woonwijk,BU00500001,0050200000364999,Naarderweg,2,,3891DK,Zeewolde,,,,5.5301017,52.33336747,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,65bc7a5f46eb442286f62f60257cf1da
69,Oudewater,GM0589,4,Wulverhorst,"woonfunctie, gezondheidszorgfunctie, kantoorfunctie, winkelfunctie, overige gebruiksfunctie",,Oudewater,WK058902,Brede dijk,BU05890203,0589200000265662,Prins Bernhardstraat,2,,3421JD,Oudewater,,,,4.86892069999999,52.0286638,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oudewater,Oudewater,"www.oudewater.nl, tel. 14 0348, burgerzaken@oudewater.nl",https://www.oudewater.nl/sites/default/files/stemdistricten%20%20in%20de%20gemeente%20oudewater%202018.pdf,NLODSGM0589stembureaus20180321002,286df0813e9843e993c6cf1c3ac2a1f4
70,Elburg,GM0230,50,Mobiel stembureau 1,woonfunctie,https://adresstation.nl/t-harde/,Wijk 02,WK023002,'t Harde-Oost,BU02300203,0230100000018090,Eperweg,107,,8084HD,'t Harde,,,,5.89184,52.40883,,2018-03-21T06:30:00 tot 2018-03-21T10:00:00,N,N,,N,Elburg,Elburg,"Team verkiezingen, gemeente Elburg verkiezingen@elburg.nl",https://www.elburg.nl/Bestuur/Verkiezingen,NLODSGM0230stembureaus20180321002,6ff53304b08342b38d016efa8efc78b7
71,Buren,GM0214,12,Verzorgingshuis de Valentijn Maurik,gezondheidszorgfunctie,,Wijk 05 Maurik,WK021405,Maurik,BU02140500,0214200000000171,Saffatinstraat,84,,4021HN,Maurik,,,,5.429159,51.9627233,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,,Y,Buren,Buren,burgerzaken@buren.nl,https://www.buren.nl,NLODSGM0214stembureaus20180321002,d2fc9dd7ccac41f8b12485b1480667cd
72,Horst aan de Maas,GM1507,13,De Smetenhof ,bijeenkomstfunctie,,Wijk 07 Lottum,WK150707,Lottum,BU15070700,1507202000509755,Horsterdijk,1,,5973PL,Lottum,,,,6.16151114,51.46182625,,2018-03-21T07:30:00 tot 2018-03-21T21:00:12,Y,Y,,Y,Horst aan de Maas,Horst aan de Maas,"Team KCC/Burgerzaken, postbusburgerzaken@horstaandemaas.nl 077-4779706 Postbus 6005 5960 AA Horst",https://www.horstaandemaas.nl/verkiezingen,NLODSGM1507stembureaus20180321002,2585292d6c41482e9600850ee25c71a5
73,Weesp,GM0457,9,Brandweerkazerne,kantoorfunctie,,Zuid,WK045701,Zuid II,BU04570103,0457200000198751,Aetsveldselaan,65,,1381CZ,Weesp,,,,5.04497727,52.30257071,,2018-03-21T07:00:00 tot 2018-03-21T21:00:00,Y,Y,,,Weesp,Weesp,"bureau Verkiezingen, verkiezingen@weesp.nl 0294491391 Gemeente Weesp verkiezingen afdeling Publiekszaken & Bedrijfsvoering Postbus 5099 1380 BD Weesp",https://www.weesp.nl/bestuur-organisatie/actualiteiten_42675/item/verkiezingen-op-woensdag-21-maart-2018_95074.html,NLODSGM0457stembureaus20180321002,92edc0ed3fc84e4b876d4933a0680cf5
74,Neder-Betuwe,GM1740,22,De Steegakker,kantoorfunctie,,Wijk 02 Dodewaard,WK174002,Kom Dodewaard met Hien,BU17400200,1740200000108731,Steegakker,11,,6669CZ,Dodewaard,Steegakker 11 Dodewaard,,,5.6568404,51.9110161,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Neder-Betuwe,Neder-Betuwe,verkiezingen@nederbetuwe.nl,https://www.nederbetuwe.nl,NLODSGM1740stembureaus20180321002,5e0e1c48b54e490ea7e4f3a5c4dc3e0a
75,Brunssum,GM0899,5,Basisschool Meander,"bijeenkomstfunctie, kantoorfunctie, sportfunctie, overige gebruiksfunctie",,Wijk 03 Brunssum-Oost,WK089903,De Eggen,BU08990317,0899200000293489,De Insel,23,,6442AJ,Brunssum,,,,5.9827,50.949802,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Brunssum,Brunssum,"Bureau Verkiezingen, Postbus 250, 6441 AG  Brunssum, tel. 045-5278689",https://www.brunssum.nl/verkiezingen,NLODSGM0899stembureaus20180321002,81ee051603df49048d187bcc88fcf954
76,Veldhoven,GM0861,3,Wijkvoorziening De Ligt,bijeenkomstfunctie,,Wijk 00 Veldhoven,WK086100,Meerveldhoven,BU08610001,0861200000400643,Ligt,157,,5503CA,Veldhoven,,,,5.41194571,51.41668723,,2017-03-21T07:30:00 tot 2017-03-21T21:00:00,Y,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,3247faeb793546f18051f210ed3a2f78
77,Veldhoven,GM0861,19,Severinus,kantoorfunctie,,Wijk 02 Oerle,WK086102,Oerle,BU08610200,0861200000403657,Platanenlaan,28,,5507MD,Veldhoven,,,,5.37629905,51.42088158,,2017-03-21T07:30:00 tot 2017-03-21T21:00:00,Y,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,bf2264e826a3477fb1f16b62d6ad2897
78,Zeewolde,GM0050,6,De Wetering,onderwijsfunctie,,Wijk 00,WK005000,Tweede woonwijk,BU00500002,0050200000360581,De Verbeelding,27,,3892HZ,Zeewolde,,,,5.54176287,52.32003308,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,c9d38bfe01754b7c8c3d7e94269f0183
79,Neder-Betuwe,GM1740,23,Restaurant Castra,bijeenkomstfunctie,,Wijk 00 Kesteren,WK174000,Verspreide huizen Kesteren,BU17400007,1740200000180063,Hoofdstraat,103,,4041AC,Kesteren,Hoofdstraat 13 Kesteren,,,5.5733686,51.9267753,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Neder-Betuwe,Neder-Betuwe,verkiezingen@nederbetuwe.nl,https://www.nederbetuwe.nl,NLODSGM1740stembureaus20180321002,476be1a8a9de4dee8f7a47e60784721a
80,Leusden,GM0327,1,De Korf,bijeenkomstfunctie,https://www.leusden.nl,Wijk 00 Leusden-Centrum Oost,WK032700,Hamershof,BU03270000,0327200000281950,De Smidse,1,,3831NT,Leusden,"De Smidse 1, 3831 NT  Leusden",,,5.42864972204594,52.1291178863972,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,Y,Y,Leusden,Leusden,"Gemeente Leusden, t.a.v. projectgroep Verkiezingen, Fokkerstraat 16, 3833 LD Leusden, 14 033",https://www.leusden.nl/bestuur-en-organisatie/gemeenteraadsverkiezingen-21-maart-2018.html,NLODSGM0327stembureaus20180321002,1e826160ec0e43a78e31b64b63f6494c
81,Zeewolde,GM0050,5,Voetbal vereniging Zeewolde,"sportfunctie, overige gebruiksfunctie",,Wijk 00,WK005000,Derde woonwijk,BU00500003,0050200000362377,Horsterweg,202,,3893AA,Zeewolde,,,,5.52465415,52.32717246,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,7e73f3a26b5045a7a9470aafb4479454
82,Veldhoven,GM0861,4,Kantine Voetbalvereniging U.N.A.,"bijeenkomstfunctie, sportfunctie",,Wijk 00 Veldhoven,WK086100,Zeelst,BU08610002,0861200000407993,Sportlaan,3,,5502ED,Veldhoven,,,,5.41536335,51.42041756,,2017-03-21T07:30:00 tot 2017-03-21T21:00:00,N,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,0c32846bc4844e819a3c3cec6a0628cb
83,Weesp,GM0457,10,Svala Auto Weesp,"industriefunctie, winkelfunctie",,Bloemendalerpolder,WK045709,Bedrijventerrein Nijverheidslaan,BU04570902,0457200000205560,Nijverheidslaan,1,,1382LE,Weesp,,,,5.0485778,52.31190792,,2018-03-21T07:00:00 tot 2018-03-21T21:00:00,Y,Y,,,Weesp,Weesp,"bureau Verkiezingen, verkiezingen@weesp.nl 0294491391 Gemeente Weesp verkiezingen afdeling Publiekszaken & Bedrijfsvoering Postbus 5099 1380 BD Weesp",https://www.weesp.nl/bestuur-organisatie/actualiteiten_42675/item/verkiezingen-op-woensdag-21-maart-2018_95074.html,NLODSGM0457stembureaus20180321002,410bddb0ab8246eaacde085928db0f88
84,Etten-Leur,GM0777,17,NS Station,woonfunctie,https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,Wijk 10 Etten-Leur Noord woongebied,WK077710,"Sander-Banken 4, Lage Banken",BU07771011,0777200000189511,Wissel,42,,4871BL,Etten-Leur,"Mobiel stembureau aan de achterkant van het NS Station,aan de kant van Litouwenplein",,,4.636905,51.575631,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,N,N,N,Etten-Leur,Etten-Leur,"Afdeling Samenleving, Team Publiekszaken",https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,NLODSGM0777stembureaus20180321002,249d1cfed5774cea9b39d9b17d5f6233
85,Brunssum,GM0899,2,Parochiezaal Gregoriuskerk,bijeenkomstfunctie,,Wijk 05 Brunssum-Centrum,WK089905,Koutenveld,BU08990511,0899200000293241,Kerkstraat,135,,6441BD,Brunssum,,,,5.970857,50.949928,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Brunssum,Brunssum,"Bureau Verkiezingen, Postbus 250, 6441 AG  Brunssum, tel. 045-5278689",https://www.brunssum.nl/verkiezingen,NLODSGM0899stembureaus20180321002,89e176aceae44473aa8f5a308750d992
86,Leusden,GM0327,10,Woonzorgcentrum Sint Joseph,"woonfunctie, gezondheidszorgfunctie",https://www.leusden.nl,Wijk 01 Leusden-Centrum West,WK032701,Rozenboom,BU03270102,0327100000249592,Hessenweg,218,,3791PP,Achterveld,"Hessenweg 218, 3791 PP  Achterveld",,,5.43078945572006,52.1368160565231,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,Y,Y,Leusden,Leusden,"Gemeente Leusden, t.a.v. projectgroep Verkiezingen, Fokkerstraat 16, 3833 LD Leusden, 14 033",https://www.leusden.nl/bestuur-en-organisatie/gemeenteraadsverkiezingen-21-maart-2018.html,NLODSGM0327stembureaus20180321002,2c5bd28773324d55b2e2a79e39093ad3
87,Delft,GM0503,2,Max Havelaarschool,onderwijsfunctie,,Wijk 11 Binnenstad,WK050311,Centrum-West,BU05031102,0503200000108882,Voorstraat,30,,2611JR,Delft,,,,4.35645242587019,52.0139413602462,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Delft,Delft,https://www.delft.nl/contact,http://data-delft.opendata.arcgis.com/datasets/c717695124d44742bb0521d9db3fd744_0,NLODSGM0503stembureaus20180321002,a70fe54b7fad40f4a2bdd6ad76044aba
88,Zeewolde,GM0050,8,De Toermalijn,onderwijsfunctie,,Wijk 00,WK005000,Derde woonwijk,BU00500003,0050200000376787,Jade,49,,3893EB,Zeewolde,,,,5.51756711,52.33652764,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,3d047cdefbae420cbf2a44241c4306a7
89,Veldhoven,GM0861,6,Dorpscentrum d'Ouw School,bijeenkomstfunctie,,Wijk 02 Oerle,WK086102,Oerle,BU08610200,0861200000407165,Oude Kerkstraat,18,,5507LC,Veldhoven,,,,5.36864697,51.42314855,,2017-03-21T07:30:00 tot 2017-03-21T21:00:00,Y,,,,Veldhoven,Veldhoven,"Team Verkiezingen, verkiezingen@veldhoven.nl 14 040 gemeente Veldhoven. Burgerzaken/Team Verkiezingen Postbus 10101, 5500 GA Veldhoven",https://www.veldhoven.nl/stemlokalen,NLODSGM0861stembureaus20180321002,6bb44f621100419390a1af7e35c9f252
90,Etten-Leur,GM0777,4,Smeltkroes De Keen,woonfunctie,https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,Wijk 00 Etten-Leur Midden woongebied,WK077700,Centrum Oost 3,BU07770002,0777200000187709,Kwadestraat,2,,4871NH,Etten-Leur,,,,4.64745,51.577223,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,N,Y,N,Etten-Leur,Etten-Leur,"Samenleving, Team Publiekszaken",https://www.etten-leur.nl/dsresource?objectid=146a68f9-6bee-4547-8890-a04c6c9ff0b2&type=org,NLODSGM0777stembureaus20180321002,67f555d732034d59bc867af4a670f5ed
91,Zeewolde,GM0050,1,Gemeentehuis,kantoorfunctie,,Wijk 00,WK005000,Centrum,BU00500000,0050200000367171,Raadhuisplein,1,,3891ER,Zeewolde,,,,5.54466451,52.33175815,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,c4b823df17a54b2b876fe877495f5077
92,Zeewolde,GM0050,9,Het Mozaïek,onderwijsfunctie,,Wijk 00,WK005000,Derde woonwijk,BU00500003,0050200000363469,Jade,41,,3893EB,Zeewolde,,,,5.51827206,52.33676054,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,,,,,Zeewolde,Zeewolde,036-5229522,https://www.zeewolde.nl/gemeente/onderwerpen-a-z_42503/product/verkiezingen-stembureaus_703.html,NLODSGM0050stembureaus20180321002,9a0315bcac3d438b87c144691aa382cd
93,Cranendonck,GM1706,3,Basisschool De Triolier,onderwijsfunctie,,Wijk 00 Budel,WK170600,Budel,BU17060000,1706100000054074,Weth. Van Hunselstraat,13,,6021KD,Budel,,,,5.57394187,51.26384768,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Cranendonck,Cranendonck,"Team Burgerdiensten, verkiezingen@cranendonck.nl 14-0495",https://www.cranendonck.nl/verkiezingen,NLODSGM1706stembureaus20180321002,8b4e1ac869194ddfafd5bf637660bcb4
